et_personid,et_personname,et_companyname,et_broker,et_brokerid,et_proid,et_earliest_year,et_latest_year,ibes_personid,ibes_personname,ibes_broker,match
125774,Adam Rudiger,,"Wells Fargo Securities, LLC",1088.0,61457444.0,2013,2014,2446.0,RUDIGER       A,WHEAT,exact_onetoone
125862,Brendan Maiorana,,"Wells Fargo Securities, LLC",1088.0,61457434.0,2012,2015,2446.0,MAIORANA      B,WHEAT,exact_onetoone
125901,Jonathan Reeder,,"Wells Fargo Securities, LLC",1088.0,61457468.0,2019,2019,2446.0,REEDER        J,WHEAT,exact_onetoone
126071,Jeffrey Donnelly,,"Wells Fargo Securities, LLC",1088.0,61457391.0,2012,2019,2446.0,DONNELLY      J,WHEAT,exact_onetoone
126127,David Tameron,,"Wells Fargo Securities, LLC",1088.0,61457386.0,2012,2015,2446.0,TAMERON       D,WHEAT,exact_onetoone
126194,Joe Lachky,,"Wells Fargo Securities, LLC",1088.0,61457505.0,2013,2018,2446.0,LACHKY        J,WHEAT,exact_onetoone
126457,Larry Biegelsen,,"Wells Fargo Securities, LLC",1088.0,61457424.0,2012,2022,2446.0,BIEGELSEN     L,WHEAT,exact_onetoone
130318,Brad Zelnick,,Macquarie Research,833.0,66112827.0,2014,2014,1449.0,ZELNICK       B,MACQUARI,exact_onetoone
130448,Edward Caso,,"Wells Fargo Securities, LLC",1088.0,61457379.0,2018,2020,2446.0,CASO          E,WHEAT,exact_onetoone
130524,Matt Nemer,,"Wells Fargo Securities, LLC",1088.0,72403879.0,2012,2012,2446.0,NEMER         M,WHEAT,exact_onetoone
130551,Timothy Conder,,"Wells Fargo Securities, LLC",1088.0,61457465.0,2012,2019,2446.0,CONDER        T,WHEAT,exact_onetoone
130735,David Wong,,"Wells Fargo Securities, LLC",1088.0,61457369.0,2012,2017,2446.0,WONG          D,WHEAT,exact_onetoone
130914,Cheryl Pate,,Morgan Stanley,11.0,47608039.0,2015,2015,1595.0,PATE          C,MORGAN,exact_onetoone
130952,Matthew Burnell,,"Wells Fargo Securities, LLC",1088.0,61457743.0,2014,2016,2446.0,BURNELL       M,WHEAT,exact_onetoone
130994,Jess Lubert,,"Wells Fargo Securities, LLC",1088.0,62728181.0,2016,2016,2446.0,LUBERT        J,WHEAT,exact_onetoone
130995,Ehud Gelblum,,Morgan Stanley,11.0,84005698.0,2012,2012,1595.0,GELBLUM       E,MORGAN,exact_onetoone
131016,Timothy Willi,,"Wells Fargo Securities, LLC",1088.0,61457752.0,2013,2013,2446.0,WILLI         T,WHEAT,exact_onetoone
131116,Anthony Gallo,,"Wells Fargo Securities, LLC",1088.0,79642181.0,2012,2014,2446.0,GALLO         A,WHEAT,exact_onetoone
131138,Sam Pearlstein,,"Wells Fargo Securities, LLC",1088.0,61457719.0,2012,2018,2446.0,PEARLSTEIN    S,WHEAT,exact_onetoone
131414,Jonathan Arnold,,Deutsche Bank,5.0,82228141.0,2012,2018,1382.0,ARNOLD        J,LAWRENCE,exact_onetoone
131417,Steven Fleishman,,BofA Global Research,10.0,27462381.0,2012,2012,1534.0,FLEISHMAN     S,MERRILL,exact_onetoone
131418,Ravi Shanker,,Morgan Stanley,11.0,34612622.0,2013,2022,1595.0,SHANKER       R,MORGAN,exact_onetoone
131419,Richard Kwas,,"Wells Fargo Securities, LLC",1088.0,61457402.0,2013,2014,2446.0,KWAS          R,WHEAT,exact_onetoone
131540,Ricky Goldwasser,,Morgan Stanley,11.0,75940625.0,2012,2022,1595.0,GOLDWASSER    R,MORGAN,exact_onetoone
131912,Alexander Blostein,,Goldman Sachs,7.0,83015402.0,2014,2022,1020.0,BLOSTEIN      A,GOLDMAN,exact_onetoone
132051,Mitch Germain,,JMP Securities,92.0,81676225.0,2013,2017,4747.0,GERMAIN       M,JOLSON,exact_onetoone
132066,Douglas Leggate,,BofA Global Research,10.0,83485262.0,2012,2022,1534.0,LEGGATE       D,MERRILL,exact_onetoone
132274,Bryan Spillane,,BofA Global Research,10.0,83970750.0,2012,2022,1534.0,SPILLANE      B,MERRILL,exact_onetoone
132326,Thomas Wei,,Jefferies LLC,90.0,83341642.0,2014,2015,1261.0,WEI           T,JEFFEREG,exact_onetoone
132490,Robert Ohmes,,BofA Global Research,10.0,84006159.0,2013,2022,1534.0,OHMES         R,MERRILL,exact_onetoone
132550,Matthew Harrigan,,Wunderlich Securities Inc.,1370.0,49380009.0,2012,2017,19810.0,HARRIGAN      M,WNDRLICH,exact_onetoone
133117,Josh Shanker,Deutsche Bank,,,,2012,2012,1382.0,SHANKER       J,LAWRENCE,gpt_match
133217,Todd Stender,,"Wells Fargo Securities, LLC",1088.0,61457356.0,2014,2020,2446.0,STENDER       T,WHEAT,exact_onetoone
133796,Marci Ryvicker,,"Wells Fargo Securities, LLC",1088.0,61457416.0,2012,2018,2446.0,RYVICKER      M,WHEAT,exact_onetoone
133815,Amit Kumar,,Macquarie Research,833.0,82226454.0,2012,2012,1449.0,KUMAR         A,MACQUARI,exact_onetoone
134062,Kevin DeGeeter,,Oppenheimer & Co. Inc.,108.0,34362981.0,2020,2020,836.0,DEGEETER      K,FAHN,gpt_match
134784,Ali Agha,,Truist Securities,261.0,85213749.0,2012,2019,1967.0,AGHA          A,ROBINSON,exact_onetoone
135116,Matt Tucker,,KeyBanc Capital Markets Inc.,31.0,51184046.0,2015,2015,1485.0,TUCKER        M,MCDONALD,exact_onetoone
135153,Michael Hoffman,,Wunderlich Securities Inc.,1370.0,54332945.0,2012,2014,19810.0,HOFFMAN       M,WNDRLICH,exact_onetoone
135219,Laura Martin,,Needham & Company,35.0,82559133.0,2013,2021,1648.0,MARTIN        L,NEEDHAM,exact_onetoone
135333,Joshua Shanker,,Deutsche Bank,5.0,83279909.0,2012,2019,1382.0,SHANKER       J,LAWRENCE,exact_onetoone
135436,Tim Nollen,,Macquarie Research,833.0,62635297.0,2014,2022,1449.0,NOLLEN        T,MACQUARI,exact_onetoone
135466,Benjamin Yang,,"Keefe, Bruyette, & Woods",94.0,84643153.0,2012,2012,1308.0,YANG          B,KEEFE,exact_onetoone
135539,Dan Galves,,Deutsche Bank,5.0,51620047.0,2012,2012,1382.0,GALVES        D,LAWRENCE,exact_onetoone
135541,Brian Corales,,Scotia Howard Weil,725.0,79712309.0,2014,2014,1128.0,CORALES       B,HOWARD,exact_onetoone
136141,Joshua Shanker,Deutsche Bank,,,,2013,2013,1382.0,SHANKER       J,LAWRENCE,gpt_match
136339,Brian Russo,,Ladenburg Thalmann & Company,38.0,82487931.0,2013,2016,12224.0,RUSSO         B,LADENBUR,exact_onetoone
136457,Sara Magers,,"Wells Fargo Securities, LLC",1088.0,61457418.0,2015,2015,2446.0,MAGERS        S,WHEAT,exact_onetoone
136532,Omotayo Okusanya,,Jefferies LLC,90.0,84650574.0,2012,2018,1261.0,OKUSANYA      O,JEFFEREG,exact_onetoone
136626,Taposh Bari,,Jefferies LLC,90.0,49061702.0,2012,2012,1261.0,BARI          T,JEFFEREG,exact_onetoone
136802,Christopher Shutler,,William Blair & Company L.L.C.,51.0,84005966.0,2015,2016,295.0,SHUTLER       C,BLAIR,exact_onetoone
137056,Anthony Robson,,BMO Capital Markets Equity Research,228.0,37181215.0,2013,2013,364.0,ROBSON        A,BURNS,exact_onetoone
137070,Gary Lieberman,,"Wells Fargo Securities, LLC",1088.0,61457758.0,2012,2015,2446.0,LIEBERMAN     G,WHEAT,exact_onetoone
137289,Raj Denhoy,,Jefferies LLC,90.0,85061416.0,2012,2012,1261.0,DENHOY        R,JEFFEREG,exact_onetoone
137467,Michael Blum,,"Wells Fargo Securities, LLC",1088.0,61457342.0,2013,2021,2446.0,BLUM          M,WHEAT,exact_onetoone
137637,Kartik Mehta,,Northcoast Research,2338.0,61311992.0,2014,2020,38989.0,MEHTA         K,NORTHRES,exact_onetoone
137642,Joseph Feldman,,Telsey Advisory Group LLC,2889.0,28388282.0,2013,2017,41263.0,FELDMAN       J,TELSEY,exact_onetoone
137705,Mark DeVries,,Barclays,9.0,59304808.0,2013,2021,10902.0,DEVRIES       M,FRCLAYSC,exact_onetoone
137792,Brian Sponheimer,,"G. Research, LLC",1203.0,51148470.0,2015,2015,19233.0,SPONHEIMER    B,GABELLCO,exact_onetoone
137859,David Weiner,,Deutsche Bank,5.0,27812851.0,2013,2015,1382.0,WEINER        D,LAWRENCE,exact_onetoone
137860,Evren Kopelman,,"Wells Fargo Securities, LLC",1088.0,84193208.0,2013,2013,2446.0,KOPELMAN      E,WHEAT,exact_onetoone
137905,Charles Cerankosky,,Northcoast Research,2338.0,61312596.0,2012,2020,38989.0,CERANKOSKY    C,NORTHRES,exact_onetoone
137933,Jennifer Fritzsche,,"Wells Fargo Securities, LLC",1088.0,61457388.0,2015,2015,2446.0,FRITZSCHE     J,WHEAT,exact_onetoone
138046,Ian Macpherson,,Simmons & Company International,1009.0,51314044.0,2014,2014,2120.0,MACPHERSON    I,SIMMONS,exact_onetoone
138494,Joseph Bachmann,,Scotia Howard Weil,725.0,38447395.0,2012,2015,1128.0,BACHMANN      J,HOWARD,exact_onetoone
138562,Andrew Weisel,,Macquarie Research,833.0,60021180.0,2013,2015,1449.0,WEISEL        A,MACQUARI,exact_onetoone
138572,Scott Gruber,,"Sanford C. Bernstein & Co., LLC",158.0,61873247.0,2013,2013,271.0,GRUBER        S,BERN,exact_onetoone
138719,Patrick McKeever,,MKM Partners LLC,400.0,60863071.0,2013,2017,13535.0,MCKEEVER      P,MKMPARTN,exact_onetoone
138777,Julien Roch,,Barclays,9.0,59305199.0,2020,2020,10902.0,ROCH          J,FRCLAYSC,exact_onetoone
139030,Kevin McVeigh,,Macquarie Research,833.0,98781531.0,2014,2014,1449.0,MCVEIGH       K,MACQUARI,exact_onetoone
139602,Dana Telsey,,Telsey Advisory Group LLC,2889.0,28389968.0,2013,2022,41263.0,TELSEY        D,TELSEY,exact_onetoone
139746,Anita Soni,,Credit Suisse,4.0,34811866.0,2013,2013,846.0,SONI          A,FBOSTON,exact_onetoone
139748,David Haughton,,BMO Capital Markets Equity Research,228.0,38302504.0,2013,2013,364.0,HAUGHTON      D,BURNS,exact_onetoone
139880,Edward Maguire,,Credit Agricole Securities (USA) Inc.,68.0,98642279.0,2013,2013,538.0,MAGUIRE       E,CLUSA,exact_onetoone
140104,Alex Potter,,Piper Sandler Companies,112.0,46055601.0,2013,2013,1859.0,POTTER        A,PIPER,exact_onetoone
140196,Shawn Webster,,Macquarie Research,833.0,99717097.0,2012,2012,1449.0,WEBSTER       S,MACQUARI,exact_onetoone
140271,Hendi Susanto,,"G. Research, LLC",1203.0,49544449.0,2018,2018,19233.0,SUSANTO       H,GABELLCO,exact_onetoone
140634,Ambrish Srivastava,,BMO Capital Markets U.S. (Historical),210.0,81583219.0,2012,2014,998.0,SRIVASTAVA    A,GKM,exact_onetomore
140634,Ambrish Srivastava,,BMO Capital Markets U.S. (Historical),210.0,81583219.0,2012,2014,364.0,SRIVASTAVA    A,GKM,exact_onetomore
140922,Gary Mobley,,Benchmark Company,1046.0,97241256.0,2018,2018,12369.0,MOBLEY        G,THEBENCH,exact_onetoone
140971,Ajay Kejriwal,,FBR Capital Markets & Co.,24.0,60894095.0,2013,2013,3431.0,KEJRIWAL      A,FRIEDMAN,exact_onetoone
141346,Jeff Sprague,Vertical Research Partners,,,,2012,2012,41108.0,SPRAGUE       J,VERTRESP,gpt_match
141452,Christopher Pasquale,,J.P. Morgan,8.0,27630298.0,2015,2015,1243.0,PASQUALE      C,JPMORGAN,exact_onetoone
141807,Robert Glasspiegel,,Janney Montgomery Scott LLC,89.0,72005521.0,2015,2018,1237.0,GLASSPIEGEL   R,JANNEY,exact_onetoone
142022,Larry Greenberg,,Janney Montgomery Scott LLC,89.0,72006250.0,2020,2020,1237.0,GREENBERG     L,JANNEY,exact_onetoone
142311,Alex Blostein,Goldman Sachs,,,,2012,2012,1020.0,BLOSTEIN      A,GOLDMAN,gpt_match
142607,Stephen Walker,,RBC Capital Markets,115.0,31311264.0,2013,2013,659.0,WALKER        S,RBCDOMIN,exact_onetoone
142611,Allison Poliniak-Cusic,,"Wells Fargo Securities, LLC",1088.0,61457754.0,2017,2021,2446.0,POLINIAK      A,WHEAT,exact_onetoone
143111,Stewart Scharf,,CFRA Equity Research,247.0,47397794.0,2012,2013,38451.0,SCHARF        S,POORSTAN,exact_onetoone
143157,Dan McSpirit,,BMO Capital Markets Equity Research,228.0,49685872.0,2017,2017,364.0,MCSPIRIT      D,BURNS,exact_onetoone
143261,Harlan Sur,,J.P. Morgan,8.0,98894752.0,2012,2022,1243.0,SUR           H,JPMORGAN,exact_onetoone
143372,Bill Bonello,,RBC Capital Markets,115.0,102269806.0,2012,2012,659.0,BONELLO       B,RBCDOMIN,exact_onetoone
143574,Pierre Ferragu,,"Sanford C. Bernstein & Co., LLC",158.0,47551185.0,2015,2016,271.0,FERRAGU       P,BERN,exact_onetoone
143576,Smittipon Srethapramote,,Morgan Stanley,11.0,89015397.0,2014,2015,1595.0,SRETHAPRAMOTE S,MORGAN,exact_onetoone
143851,Sarah James,,Wedbush Securities Inc.,129.0,102321002.0,2012,2015,1738.0,JAMES         S,OLMSTEAD,exact_onetoone
144045,Mark Strawn,,Morgan Stanley,11.0,98961430.0,2012,2012,1595.0,STRAWN        M,MORGAN,exact_onetoone
145070,Chad Beynon,,Macquarie Research,833.0,60021145.0,2021,2022,1449.0,BEYNON        C,MACQUARI,exact_onetoone
145366,Edward Westlake,,Credit Suisse,4.0,29094887.0,2012,2017,846.0,WESTLAKE      E,FBOSTON,exact_onetoone
145373,Peter Saleh,,Telsey Advisory Group LLC,2889.0,78834234.0,2014,2014,41263.0,SALEH         P,TELSEY,exact_onetoone
145494,Brian Karimzad,,Goldman Sachs,7.0,32423792.0,2013,2013,1020.0,KARIMZAD      B,GOLDMAN,exact_onetoone
145788,Christopher Harris,,"Wells Fargo Securities, LLC",1088.0,61457441.0,2017,2019,2446.0,HARRIS        C,WHEAT,exact_onetoone
146141,Matthew Hedberg,,RBC Capital Markets,115.0,30463897.0,2013,2022,659.0,HEDBERG       M,RBCDOMIN,exact_onetoone
147234,Kevin Cole,,Credit Suisse,4.0,47015512.0,2013,2013,846.0,COLE          K,FBOSTON,exact_onetoone
148503,Robert Salmon,,Deutsche Bank,5.0,69927717.0,2015,2015,1382.0,SALMON        R,LAWRENCE,exact_onetoone
149021,Alexander Goldfarb,,Sandler O'Neill,119.0,60955475.0,2012,2019,2024.0,GOLDFARB      A,SANDLER,exact_onetoone
149023,Paul Morgan,,Morgan Stanley,11.0,54525720.0,2012,2012,1595.0,MORGAN        P,MORGAN,exact_onetoone
149025,Gordon Douthat,,"Wells Fargo Securities, LLC",1088.0,61457508.0,2013,2017,2446.0,DOUTHAT       G,WHEAT,exact_onetoone
149303,Andrew Beale,,Arete Research Services LLP,2311.0,79223129.0,2020,2020,5238.0,BEALE         A,ARETE,exact_onetoone
149460,Adam Holt,,Morgan Stanley,11.0,105772932.0,2012,2012,1595.0,HOLT          A,MORGAN,exact_onetoone
149620,Daniel Salmon,,BMO Capital Markets Equity Research,228.0,49036168.0,2014,2021,364.0,SALMON        D,BURNS,exact_onetoone
149765,Sean Dargan,,"Wells Fargo Securities, LLC",1088.0,61457377.0,2017,2017,2446.0,DARGAN        S,WHEAT,exact_onetoone
149831,Jade Rahmani,,"Keefe, Bruyette, & Woods",94.0,99323779.0,2015,2019,1308.0,RAHMANI       J,KEEFE,exact_onetoone
149866,Brian Zarahn,,Barclays,9.0,59304776.0,2013,2014,10902.0,ZARAHN        B,FRCLAYSC,exact_onetoone
149937,James Chartier,,"Monness, Crespi, Hardt & Co., Inc.",1260.0,61133709.0,2016,2016,1584.0,CHARTIER      J,MONNESS,gpt_match
149944,Seth Sigman,,Credit Suisse,4.0,46472921.0,2016,2016,846.0,SIGMAN        S,FBOSTON,exact_onetoone
149974,Thomas Diffely,,D.A. Davidson & Co.,180.0,100658853.0,2014,2015,691.0,DIFFELY       T,DAVIDSON,exact_onetoone
150072,Christopher Muir,,CFRA Equity Research,247.0,47397778.0,2012,2012,38451.0,MUIR          C,POORSTAN,exact_onetoone
150101,Richard Greenfield,,BTIG,2527.0,99202230.0,2012,2018,39605.0,GREENFIELD    R,BTIG,exact_onetoone
150414,Phil M. Gresh,,J.P. Morgan,8.0,27630684.0,2013,2022,1243.0,GRESH         P,JPMORGAN,exact_onetoone
150747,Stephanie Price,,CIBC Capital Markets,567.0,51710632.0,2021,2021,1750.0,PRICE         S,WOODGUND,exact_onetoone
151427,James Bushnell,,BNP Paribas Exane,230.0,83962703.0,2016,2016,829.0,BUSHNELL      J,EXANE,exact_onetoone
152032,Cherilyn Radbourne,,TD Securities,1325.0,107366759.0,2012,2014,2269.0,RADBOURNE     C,TDSI,exact_onetoone
152096,James Corridore,,CFRA Equity Research,247.0,47416828.0,2017,2017,38451.0,CORRIDORE     J,POORSTAN,exact_onetoone
152156,Stephen Willey,,Stifel,124.0,109302984.0,2013,2020,2213.0,WILLEY        S,STIFEL,exact_onetoone
152205,Myles Walton,,Deutsche Bank,5.0,99728641.0,2012,2016,1382.0,WALTON        M,LAWRENCE,exact_onetoone
152222,Julian Mitchell,Credit Suisse,,,,2012,2012,846.0,MITCHELL      J,FBOSTON,gpt_match
152268,Julian Mitchell,,Credit Suisse,4.0,29092986.0,2014,2016,846.0,MITCHELL      J,FBOSTON,exact_onetoone
152329,David Grossman,,Stifel,124.0,109310414.0,2018,2022,2213.0,GROSSMAN      D,STIFEL,exact_onetoone
152331,Christopher Caso,,"Susquehanna Financial Group, LLLP",195.0,100844704.0,2012,2015,439.0,CASO          C,SUSQUEH,exact_onetoone
152395,Peter Costa,,"Wells Fargo Securities, LLC",1088.0,107235413.0,2012,2020,2446.0,COSTA         P,WHEAT,exact_onetoone
152510,Michael Betts,,Jefferies LLC,90.0,99996272.0,2016,2016,1261.0,BETTS         M,JEFFEREG,exact_onetoone
152523,Mark Miller,,"NOBLE Capital Markets, Inc.",888.0,104546673.0,2014,2014,7019.0,MILLER        M,NOBE,exact_onetoone
152584,Jeffrey Sprague,,Vertical Research Partners Inc.,2836.0,109050433.0,2014,2022,41108.0,SPRAGUE       J,VERTRESP,exact_onetoone
152620,Helane Becker,,Cowen Securities LLC,303.0,109477042.0,2012,2015,7564.0,BECKER        H,DAHLROSE,exact_onetoone
152622,Tore Svanberg,,Stifel,124.0,109224338.0,2012,2021,2213.0,SVANBERG      T,STIFEL,exact_onetoone
153259,Matthew Sheerin,,Stifel,124.0,109230416.0,2019,2019,2213.0,SHEERIN       M,STIFEL,exact_onetoone
153419,Gregory Locraft,,Morgan Stanley,11.0,99328053.0,2012,2012,1595.0,LOCRAFT       G,MORGAN,exact_onetoone
153476,Alexander Goldfarb,Sandler O’Neill & Partners L.P.,,,,2013,2013,2024.0,GOLDFARB      A,SANDLER,gpt_match
153476,Alexander Goldfarb,Sandler O’Neill & Partners L.P.,,,,2013,2013,1859.0,GOLDFARB      A,PIPER,gpt_match
153492,Michael LaMotte,,"Guggenheim Securities, LLC",2538.0,108417240.0,2012,2014,39862.0,LAMOTTE       M,GUGGEL,exact_onetoone
153724,Brian Bittner,,Oppenheimer & Co. Inc.,108.0,35697207.0,2013,2022,836.0,BITTNER       B,FAHN,gpt_match
153750,James Breen,,William Blair & Company L.L.C.,51.0,106615448.0,2020,2022,295.0,BREEN         J,BLAIR,exact_onetoone
153826,Kevin Cassidy,,Stifel,124.0,109309719.0,2012,2019,2213.0,CASSIDY       K,STIFEL,exact_onetoone
153906,Paul Knight,,Credit Agricole Securities (USA) Inc.,68.0,108102440.0,2012,2012,538.0,KNIGHT        P,CLUSA,exact_onetoone
153907,Jim Duffy,,Stifel,124.0,109303829.0,2015,2022,2213.0,DUFFY         J,STIFEL,exact_onetoone
153928,Marty Mosby,,"Guggenheim Securities, LLC",2538.0,106772217.0,2013,2013,39862.0,MOSBY         M,GUGGEL,exact_onetoone
154002,Andrew Potter,,CIBC Capital Markets,567.0,52809434.0,2013,2013,1750.0,POTTER        A,WOODGUND,exact_onetoone
154132,Christopher Giovanni,,Goldman Sachs,7.0,30116587.0,2013,2014,1020.0,GIOVANNI      C,GOLDMAN,exact_onetoone
154432,Benjamin Mogil,,Stifel,124.0,109307191.0,2014,2014,2213.0,MOGIL         B,STIFEL,exact_onetoone
154457,Mark Connelly,,Credit Agricole Securities (USA) Inc.,68.0,106346491.0,2012,2012,538.0,CONNELLY      M,CLUSA,exact_onetoone
154729,Mark Schoenebaum,,ISI Group Inc.,1971.0,109859044.0,2012,2014,38292.0,SCHOENEBAUM   M,ISIGROUP,exact_onetoone
155017,Steven Lichtman,,Oppenheimer & Co. Inc.,108.0,109374461.0,2012,2021,836.0,LICHTMAN      S,FAHN,gpt_match
155023,Brian Lively,,"Tudor, Pickering & Co. Securities, Inc.",1335.0,79742443.0,2012,2012,7712.0,LIVELY        B,PICKERIN,exact_onetoone
155143,Ross Gilardi,,BofA Global Research,10.0,28042895.0,2014,2021,1534.0,GILARDI       R,MERRILL,exact_onetoone
155274,David Katz,,Jefferies LLC,90.0,106847209.0,2019,2022,1261.0,KATZ          D,JEFFEREG,exact_onetoone
155497,Christian Rigg,,"Susquehanna Financial Group, LLLP",195.0,98564574.0,2012,2015,439.0,RIGG          C,SUSQUEH,exact_onetoone
155544,Royal Shepard,,CFRA Equity Research,247.0,47396679.0,2012,2012,38451.0,SHEPARD       R,POORSTAN,exact_onetoone
155626,Brandon Blossman,,"Tudor, Pickering & Co. Securities, Inc.",1335.0,60956098.0,2016,2016,7712.0,BLOSSMAN      B,PICKERIN,exact_onetoone
155728,Stephen Sakwa,,ISI Group Inc.,1971.0,61306747.0,2012,2014,38292.0,SAKWA         S,ISIGROUP,exact_onetoone
155748,Michael Scialla,,Stifel,124.0,109230140.0,2012,2021,2213.0,SCIALLA       M,STIFEL,exact_onetoone
156199,David Raso,,ISI Group Inc.,1971.0,61137816.0,2013,2013,38292.0,RASO          D,ISIGROUP,exact_onetoone
156220,Greg McDowell,,JMP Securities,92.0,54255143.0,2014,2017,4747.0,MCDOWELL      G,JOLSON,exact_onetoone
156270,Kathryn Thompson,,"Thompson Research Group, LLC.",2365.0,62355118.0,2014,2021,39126.0,THOMPSON      K,THOMPRES,exact_onetoone
156271,Ted Grace,,"Susquehanna Financial Group, LLLP",195.0,109469578.0,2016,2016,439.0,GRACE         T,SUSQUEH,exact_onetoone
156641,Benjamin Bollin,,Cleveland Research Company,1177.0,60523194.0,2015,2021,12639.0,BOLLIN        B,CLEVELAN,exact_onetoone
156649,Michael Morris,,Davenport & Company,74.0,109095066.0,2012,2012,2377.0,MORRIS        M,VIRGINIA,exact_onetoone
156775,Mitesh Thakkar,,FBR Capital Markets & Co.,24.0,42953845.0,2013,2013,3431.0,THAKKAR       M,FRIEDMAN,exact_onetoone
156820,Walter Piecyk,,BTIG,2527.0,99202822.0,2015,2017,39605.0,PIECYK        W,BTIG,exact_onetoone
157163,Phillip Jungwirth,,BMO Capital Markets U.S. (Historical),210.0,108096921.0,2014,2014,364.0,JUNGWIRTH     P,GKM,exact_onetoone
157171,Gregory Melich,,ISI Group Inc.,1971.0,109014622.0,2013,2014,38292.0,MELICH        G,ISIGROUP,exact_onetoone
157178,Adam Josephson,,KeyBanc Capital Markets Inc.,31.0,47135678.0,2013,2020,1485.0,JOSEPHSON     A,MCDONALD,exact_onetoone
157240,Chi Cho,,Macquarie Research,833.0,100324386.0,2013,2013,1449.0,CHOW          C,MACQUARI,exact_onetoone
157319,Eric Handler,,MKM Partners LLC,400.0,60832367.0,2013,2019,13535.0,HANDLER       E,MKMPARTN,exact_onetoone
157420,Alan Gould,,Evercore ISI,2554.0,110176819.0,2014,2014,39747.0,GOULD         A,EVERCO,exact_onetoone
159067,George Topping,,Stifel,124.0,109304386.0,2013,2013,2213.0,TOPPING       G,STIFEL,exact_onetoone
159497,Jason Maynard,,"Wells Fargo Securities, LLC",1088.0,102385551.0,2012,2014,2446.0,MAYNARD       J,WHEAT,exact_onetoone
160298,Ian Shackleton,,Nomura Securities Co. Ltd.,182.0,49948759.0,2013,2013,1689.0,SHACKLETON    I,NOMURAUS,exact_onetoone
160817,Mark Montagna,,Avondale Partners,58.0,112697859.0,2013,2013,5159.0,MONTAGNA      M,AVONDALE,exact_onetoone
160925,Brad Pattarozzi,,"Tudor, Pickering & Co. Securities, Inc.",1335.0,39101336.0,2012,2012,7712.0,PATTAROZZI    B,PICKERIN,exact_onetoone
160970,Adrienne Tennant,,Janney Montgomery Scott LLC,89.0,109646013.0,2013,2013,1237.0,TENNANT       A,JANNEY,exact_onetoone
161083,Kenneth Zener,,KeyBanc Capital Markets Inc.,31.0,113256601.0,2013,2021,1485.0,ZENER         K,MCDONALD,exact_onetoone
161602,Donald Carson,,"Susquehanna Financial Group, LLLP",195.0,112949125.0,2012,2016,439.0,CARSON        D,SUSQUEH,exact_onetoone
161603,Farooq Hamed,,Barclays,9.0,84222862.0,2013,2013,10902.0,HAMED         F,FRCLAYSC,exact_onetoone
161628,Andrew Barish,,Jefferies LLC,90.0,108455019.0,2013,2014,1261.0,BARISH        A,JEFFEREG,exact_onetoone
161920,John Pancari,,Evercore ISI,2554.0,110171994.0,2014,2022,39747.0,PANCARI       J,EVERCO,exact_onetoone
161931,Charles Boorady,,Credit Suisse,4.0,111859312.0,2012,2012,846.0,BOORADY       C,FBOSTON,exact_onetoone
162066,Glenn Engel,,BofA Global Research,10.0,100790731.0,2012,2015,1534.0,ENGEL         G,MERRILL,exact_onetoone
162105,Richard Newitter,,Leerink Partners LLC,96.0,48667525.0,2012,2020,5143.0,NEWITTER      R,LEERINK,exact_onetoone
162106,Michael Linenberg,,Deutsche Bank,5.0,99217456.0,2012,2022,1382.0,LINENBERG     M,LAWRENCE,exact_onetoone
162209,Kristen Stewart,,Deutsche Bank,5.0,109477377.0,2012,2015,1382.0,STEWART       K,LAWRENCE,exact_onetoone
162227,Robert Stallard,,RBC Capital Markets,115.0,113070418.0,2012,2016,659.0,STALLARD      R,RBCDOMIN,exact_onetoone
162231,Raimo Lenschow,,Barclays,9.0,113821282.0,2013,2022,10902.0,LENSCHOW      R,FRCLAYSC,exact_onetoone
162343,Mehdi Hosseini,,"Susquehanna Financial Group, LLLP",195.0,111661969.0,2014,2022,439.0,HOSSEINI      M,SUSQUEH,exact_onetoone
162423,Jeffrey Holford,,Jefferies LLC,90.0,52888436.0,2014,2017,1261.0,HOLFORD       J,JEFFEREG,exact_onetoone
162429,Michael Ciarmoli,,KeyBanc Capital Markets Inc.,31.0,114453805.0,2012,2014,1485.0,CIARMOLI      M,MCDONALD,exact_onetoone
162430,Douglas Becker,,BofA Global Research,10.0,84541032.0,2012,2012,1534.0,BECKER        D,MERRILL,exact_onetoone
162441,T. Michael Walkley,,Canaccord Genuity,170.0,113642943.0,2012,2022,406.0,WALKLEY       T,CANACCOR,exact_onetoone
162452,David Long,,Raymond James & Associates,114.0,109373373.0,2013,2019,1929.0,LONG          D,RAYMOND,exact_onetoone
162453,David Friedman,,Morgan Stanley,11.0,30515550.0,2013,2013,1595.0,FRIEDMAN      D,MORGAN,exact_onetoone
162553,Rama Bondada,,RBC Capital Markets,115.0,109463337.0,2012,2012,659.0,BONDADA       R,RBCDOMIN,exact_onetoone
162892,Miroslava Minkova,,Leerink Partners LLC,96.0,46266623.0,2012,2012,5143.0,MINKOVA       M,LEERINK,exact_onetoone
163398,David Togut,,Evercore ISI,2554.0,110171873.0,2013,2021,39747.0,TOGUT         D,EVERCO,exact_onetoone
163454,Jonathan Schildkraut,,Evercore ISI,2554.0,110178062.0,2013,2016,39747.0,SCHILDKRAUT   J,EVERCO,exact_onetoone
